"popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","music_genre"
39,0.0267,0.467,0.99,0.374,0.35,-3.916,0.0746,0.597,"Blues"
60,0.0531,0.544,0.654,0,0.137,-5.494,0.0297,0.602,"Country"
49,0.745,0.379,0.25,0,0.107,-6.009,0.0318,0.385,"Alternative"
54,0.948,0.765,0.303,0.0146,0.0982,-15.028,0.0356,0.707,"Jazz"
68,0.105,0.625,0.848,0,0.23,-4.008,0.0314,0.716,"Country"
19,0.316,0.391,0.472,0,0.126,-4.121,0.0288,0.289,"Anime"
64,0.00705,0.929,0.598,0,0.0549,-5.373,0.156,0.501,"Rap"
37,0.82,0.682,0.33,0.358,0.112,-12.715,0.0588,0.326,"Blues"
56,0.349,0.7,0.481,0,0.112,-10.296,0.273,0.307,"Rap"
28,0.939,0.639,0.156,0.000911,0.144,-15.286,0.136,0.328,"Blues"
15,0.415,0.592,0.456,0.934,0.332,-7.244,0.0268,0.166,"Anime"
50,0.0256,0.718,0.825,2.39e-05,0.0825,-5.063,0.128,0.549,"Hip-Hop"
37,0.792,0.183,0.0563,0.00193,0.167,-25.703,0.0467,0.044,"Classical"
56,0.0187,0.706,0.591,0,0.111,-7.066,0.361,0.272,"Hip-Hop"
63,0.131,0.517,0.535,0,0.085,-12.027,0.0494,0.933,"Rock"
55,0.255,0.722,0.58,5.03e-05,0.115,-5.03,0.0453,0.597,"Rap"
48,0.036,0.803,0.949,0.202,0.412,-2.347,0.274,0.502,"Electronic"
26,0.599,0.316,0.928,0.778,0.363,-5.381,0.0652,0.506,"Blues"
0,0.972,0.335,0.028,0,0.4,-31.667,0.0723,0.153,"Classical"
31,0.607,0.634,0.409,0,0.188,-9.236,0.0647,0.733,"Blues"
57,0.305,0.315,0.218,0.0012,0.226,-15.215,0.0731,0.156,"Rock"
46,0.00822,0.692,0.809,1.78e-06,0.315,-2.992,0.0502,0.868,"Anime"
47,0.345,0.905,0.718,0,0.117,-6.249,0.128,0.666,"Hip-Hop"
24,0.00651,0.656,0.919,0.966,0.111,-4.74,0.0694,0.723,"Blues"
0,0.962,0.457,0.0637,0,0.702,-28.705,0.136,0.151,"Classical"
56,0.00584,0.558,0.493,0.277,0.11,-10.631,0.0491,0.0666,"Rap"
58,0.393,0.885,0.805,8.9e-05,0.0578,-3.726,0.0541,0.536,"Rap"
54,0.274,0.846,0.752,0,0.11,-4.942,0.449,0.575,"Hip-Hop"
42,0.969,0.364,0.0744,0.216,0.244,-18.71,0.0429,0.0934,"Jazz"
46,0.995,0.359,0.018,0.842,0.0816,-29.746,0.0499,0.303,"Classical"
36,0.994,0.403,0.0414,0.894,0.191,-22.047,0.035,0.0981,"Classical"
46,0.977,0.434,0.0821,0.942,0.0784,-24.013,0.0447,0.0383,"Jazz"
30,0.00129,0.424,0.945,0.132,0.391,-4.478,0.31,0.273,"Anime"
50,0.00239,0.419,0.909,1.68e-05,0.24,-10.258,0.0639,0.494,"Blues"
55,0.234,0.876,0.984,0,0.0505,-2.018,0.274,0.642,"Hip-Hop"
69,0.824,0.629,0.208,3.7e-06,0.107,-16.225,0.0324,0.685,"Rock"
30,0.112,0.698,0.571,0.831,0.141,-13.352,0.0417,0.809,"Jazz"
52,0.00201,0.394,0.859,0.233,0.1,-3.851,0.0409,0.511,"Rock"
29,0.974,0.375,0.0906,0.367,0.0904,-18.977,0.0449,0.208,"Classical"
37,0.00375,0.586,0.781,3.41e-05,0.133,-5.877,0.252,0.265,"Blues"
47,0.986,0.0773,0.0281,0.851,0.0996,-23.653,0.0401,0.103,"Classical"
67,0.000807,0.847,0.661,0.00126,0.104,-4.614,0.0548,0.184,"Hip-Hop"
38,0.0968,0.556,0.757,0,0.114,-6.147,0.0543,0.725,"Country"
55,0.0418,0.715,0.75,0,0.139,-4.898,0.0448,0.71,"Rock"
28,0.672,0.78,0.417,0.000287,0.0842,-10.474,0.0346,0.734,"Blues"
41,0.277,0.538,0.555,0,0.131,-7.612,0.0299,0.429,"Country"
58,0.226,0.72,0.716,0.00335,0.0932,-8.773,0.0723,0.953,"Blues"
53,0.231,0.653,0.851,4.12e-06,0.224,-5.04,0.239,0.377,"Hip-Hop"
52,0.953,0.344,0.196,0.035,0.198,-12.802,0.0315,0.0842,"Hip-Hop"
58,0.085,0.844,0.592,0,0.0817,-5.486,0.199,0.819,"Hip-Hop"
50,0.0569,0.64,0.782,0,0.291,-5.913,0.325,0.733,"Hip-Hop"
39,0.329,0.569,0.717,0,0.14,-6.527,0.402,0.665,"Jazz"
52,0.0134,0.701,0.637,0,0.135,-7.615,0.263,0.674,"Hip-Hop"
47,0.0706,0.841,0.629,0,0.0894,-6.47,0.3,0.447,"Rap"
41,0.936,0.412,0.0196,0.734,0.0921,-31.877,0.0458,0.168,"Classical"
47,0.721,0.704,0.408,0.104,0.141,-13.558,0.0346,0.264,"Rock"
53,0.328,0.674,0.464,0,0.155,-8.943,0.436,0.428,"Hip-Hop"
50,0.129,0.612,0.635,0,0.256,-6.42,0.0597,0.187,"Rap"
64,0.103,0.727,0.781,0,0.0537,-8.614,0.29,0.682,"Rap"
49,0.00231,0.585,0.871,0.019,0.0291,-7.041,0.0529,0.235,"Jazz"
64,0.698,0.73,0.747,1.63e-05,0.152,-9.496,0.324,0.751,"Hip-Hop"
45,0.377,0.575,0.843,0,0.142,-3.806,0.0464,0.659,"Alternative"
36,0.0847,0.499,0.591,1.03e-06,0.263,-8.093,0.0363,0.493,"Classical"
54,0.987,0.281,0.369,0.964,0.274,-16.022,0.036,0.211,"Rock"
28,0.00835,0.566,0.852,0.86,0.0829,-6.497,0.0353,0.674,"Anime"
50,0.176,0.815,0.616,0,0.142,-8.661,0.106,0.363,"Rap"
40,0.0314,0.579,0.858,0.016,0.111,-4.963,0.268,0.0933,"Electronic"
38,0.000416,0.694,0.917,0.422,0.515,-3.181,0.219,0.526,"Electronic"
46,5.87e-05,0.556,0.948,0.00498,0.296,-5.315,0.0276,0.284,"Alternative"
70,0.237,0.524,0.417,1.19e-06,0.139,-9.283,0.0578,0.109,"Rap"
32,0.835,0.168,0.0388,0.0885,0.531,-26.174,0.0387,0.177,"Classical"
22,0.0184,0.59,0.641,1.84e-06,0.165,-4.484,0.188,0.93,"Anime"
54,0.0296,0.564,0.531,0,0.107,-5.88,0.0359,0.842,"Country"
47,0.509,0.759,0.489,0.000165,0.105,-9.504,0.3,0.718,"Alternative"
60,0.00171,0.386,0.488,0,0.64,-7.303,0.422,0.217,"Rap"
56,0.0952,0.603,0.688,0,0.24,-5.732,0.244,0.45,"Hip-Hop"
40,0.871,0.176,0.233,0.258,0.0987,-12.794,0.0457,0.0571,"Classical"
55,0.284,0.376,0.95,0,0.143,-3.941,0.166,0.808,"Alternative"
53,0.00382,0.624,0.785,0,0.0883,-5.634,0.034,0.656,"Alternative"
53,0.514,0.519,0.389,0.153,0.1,-9.807,0.0304,0.107,"Electronic"
33,0.106,0.566,0.881,0,0.351,-2.608,0.035,0.664,"Anime"
26,0.619,0.663,0.881,0.00128,0.481,-8.562,0.0418,0.841,"Blues"
49,0.302,0.661,0.537,0.584,0.144,-11.53,0.0281,0.257,"Electronic"
15,0.992,0.19,0.171,0.8,0.0831,-15.776,0.0375,0.0932,"Anime"
28,0.681,0.748,0.504,1.4e-05,0.139,-14.824,0.0487,0.884,"Blues"
16,0.0032,0.657,0.809,0.897,0.0899,-8.205,0.0538,0.528,"Anime"
26,0.919,0.252,0.12,2.4e-06,0.216,-19.058,0.038,0.147,"Classical"
43,0.381,0.811,0.861,0.00103,0.661,-8.643,0.0411,0.866,"Jazz"
63,0.238,0.498,0.723,0,0.353,-8.053,0.05,0.882,"Country"
86,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0.102,0.421,"Rap"
57,0.0186,0.554,0.82,4.91e-05,0.161,-5.035,0.0296,0.755,"Rock"
55,0.205,0.577,0.86,0,0.334,-6.2,0.318,0.789,"Hip-Hop"
51,0.163,0.491,0.675,0.00176,0.132,-7.152,0.0829,0.665,"Hip-Hop"
39,0.264,0.438,0.43,0.00775,0.0943,-11.687,0.0364,0.0778,"Anime"
58,0.0542,0.669,0.9,0,0.145,-3.53,0.178,0.653,"Hip-Hop"
45,0.0372,0.394,0.631,0.00581,0.0817,-6.39,0.159,0.398,"Jazz"
50,0.0978,0.39,0.389,0.94,0.115,-14.025,0.0503,0.239,"Jazz"
31,0.791,0.598,0.156,1.92e-05,0.116,-15.855,0.0544,0.341,"Blues"
44,0.794,0.171,0.38,0.919,0.0758,-16.502,0.0385,0.181,"Classical"
58,0.00299,0.739,0.847,0,0.49,-3.709,0.0682,0.539,"Rock"
64,0.0254,0.519,0.57,0,0.0821,-7.366,0.202,0.317,"Hip-Hop"
65,0.0709,0.647,0.896,0.0505,0.0614,-5.949,0.0509,0.953,"Rock"
19,0.251,0.542,0.504,0.723,0.141,-9.629,0.0282,0.611,"Anime"
18,0.0429,0.488,0.642,0,0.309,-4.156,0.0295,0.379,"Anime"
65,0.0658,0.521,0.804,0,0.0521,-4.395,0.0569,0.553,"Country"
0,0.993,0.334,0.0985,0.935,0.107,-14.566,0.0352,0.0772,"Classical"
58,0.0542,0.669,0.9,0,0.145,-3.53,0.178,0.653,"Rap"
32,0.0839,0.721,0.867,0.898,0.0959,-7.375,0.0346,0.533,"Electronic"
50,0.00728,0.852,0.641,0,0.429,-8.008,0.22,0.658,"Rap"
26,0.981,0.534,0.057,0.000134,0.111,-15.512,0.0428,0.33,"Classical"
50,0.00928,0.716,0.904,0.231,0.335,-6.863,0.0517,0.479,"Electronic"
50,0.00182,0.473,0.888,0,0.0435,-6.343,0.0587,0.853,"Country"
52,0.356,0.708,0.583,0,0.101,-7.847,0.406,0.676,"Hip-Hop"
50,0.201,0.787,0.761,0,0.343,-4.509,0.0625,0.698,"Rap"
40,0.943,0.638,0.301,0.00705,0.13,-17.691,0.0474,0.676,"Country"
45,0.000134,0.343,0.936,0,0.169,-3.316,0.0758,0.211,"Alternative"
36,4.83e-05,0.511,0.958,0.864,0.226,-5.445,0.15,0.421,"Blues"
64,0.638,0.536,0.738,0.446,0.0736,-11.02,0.031,0.707,"Rock"
36,0.0805,0.532,0.75,0.0102,0.164,-10.101,0.0458,0.582,"Blues"
39,0.00457,0.79,0.844,0.244,0.0993,-9.929,0.0692,0.777,"Electronic"
26,0.907,0.183,0.12,0.755,0.229,-21.257,0.0392,0.033,"Classical"
26,0.0586,0.481,0.539,0.0564,0.102,-6.666,0.0364,0.542,"Blues"
40,0.544,0.787,0.605,0,0.102,-6.497,0.176,0.568,"Alternative"
27,0.214,0.605,0.75,0.882,0.0912,-8.152,0.063,0.178,"Electronic"
14,0.0102,0.496,0.805,0.634,0.0603,-9.398,0.121,0.538,"Anime"
37,0.00665,0.64,0.756,2.68e-06,0.254,-6.079,0.0418,0.533,"Country"
37,0.692,0.714,0.429,0.779,0.125,-10.213,0.0505,0.459,"Jazz"
39,0.292,0.342,0.379,0.00426,0.101,-10.525,0.0294,0.0857,"Blues"
41,0.948,0.63,0.195,0.199,0.0999,-15.472,0.0329,0.176,"Jazz"
25,0.0232,0.777,0.818,0.00143,0.0404,-6.137,0.0456,0.81,"Electronic"
79,0.13,0.733,0.63,0,0.162,-4.296,0.395,0.832,"Rap"
43,0.172,0.557,0.59,0.00392,0.32,-8.46,0.0306,0.409,"Country"
52,0.656,0.42,0.662,0.000423,0.096,-9.828,0.0341,0.378,"Rock"
42,0.6,0.636,0.745,0.835,0.184,-10.608,0.0577,0.43,"Electronic"
38,0.00429,0.728,0.801,0.827,0.119,-9.047,0.0482,0.579,"Electronic"
15,0.000919,0.503,0.704,0.613,0.0684,-6.701,0.0415,0.237,"Anime"
44,0.597,0.669,0.699,3.09e-05,0.2,-6.882,0.0582,0.368,"Alternative"
56,0.0819,0.728,0.735,0,0.147,-5.864,0.252,0.412,"Hip-Hop"
47,0.0922,0.375,0.599,0,0.2,-12.022,0.199,0.62,"Country"
84,0.0151,0.884,0.346,7.04e-06,0.0871,-8.228,0.351,0.376,"Rap"
34,0.00854,0.369,0.789,0.00671,0.0868,-4.346,0.0596,0.579,"Blues"
28,0.399,0.426,0.786,0.857,0.974,-9.923,0.0486,0.812,"Blues"
53,0.121,0.654,0.58,0,0.258,-6.764,0.477,0.278,"Hip-Hop"
79,0.0149,0.921,0.467,0.000238,0.334,-8.443,0.119,0.287,"Rap"
34,0.0039,0.776,0.804,0.053,0.132,-6.362,0.036,0.749,"Electronic"
70,0.342,0.671,0.501,0,0.194,-13.119,0.0594,0.86,"Rock"
60,0.0281,0.925,0.869,0,0.214,-5.64,0.338,0.731,"Rap"
26,0.00317,0.361,0.967,0.0256,0.278,-2.78,0.0626,0.499,"Anime"
34,7.88e-05,0.578,0.76,0.015,0.0538,-5.865,0.0441,0.575,"Electronic"
76,0.173,0.63,0.698,0,0.0789,-4.51,0.0244,0.529,"Rock"
64,0.76,0.725,0.276,0,0.116,-12.25,0.0599,0.717,"Jazz"
27,0.28,0.733,0.433,0.000547,0.0683,-6.615,0.0272,0.215,"Blues"
63,0.538,0.683,0.664,0,0.0671,-4.233,0.0332,0.866,"Alternative"
18,0.045,0.598,0.837,0.602,0.268,-5.237,0.0404,0.728,"Anime"
27,0.0953,0.171,0.399,0.852,0.265,-13.516,0.0311,0.247,"Anime"
70,0.197,0.884,0.547,0,0.178,-9.124,0.185,0.486,"Hip-Hop"
36,0.0763,0.747,0.561,0.199,0.689,-11.117,0.0418,0.665,"Jazz"
65,0.251,0.611,0.688,2.35e-06,0.248,-6.369,0.0529,0.649,"Country"
48,0.0178,0.606,0.599,2.93e-05,0.116,-7.61,0.0272,0.584,"Alternative"
49,0.553,0.401,0.495,0,0.684,-6.71,0.0332,0.352,"Alternative"
51,0.000892,0.209,0.857,0.00123,0.489,-5.419,0.0913,0.404,"Blues"
38,0.00155,0.348,0.691,0.00534,0.343,-6.611,0.0315,0.193,"Classical"
46,0.974,0.226,0.175,0.0688,0.109,-16.833,0.0419,0.041,"Classical"
56,0.994,0.311,0.0075,0.943,0.0877,-30.619,0.0397,0.0387,"Classical"
45,0.0807,0.487,0.84,0.0013,0.145,-6.275,0.0332,0.84,"Country"
56,0.00227,0.56,0.688,0,0.0596,-4.437,0.056,0.611,"Rock"
35,0.995,0.229,0.00494,0.905,0.101,-30.448,0.0443,0.0416,"Classical"
42,0.155,0.45,0.698,0.00536,0.924,-6.143,0.0387,0.399,"Blues"
36,0.00695,0.89,0.399,0.239,0.107,-12.429,0.0534,0.861,"Electronic"
67,0.0536,0.552,0.731,0,0.258,-6.873,0.615,0.632,"Rap"
70,0.54,0.791,0.557,0,0.103,-9.622,0.0698,0.284,"Rap"
57,0.0201,0.45,0.822,2.55e-06,0.134,-4.958,0.18,0.577,"Rock"
28,0.000109,0.48,0.829,0.547,0.258,-5.626,0.0372,0.276,"Electronic"
41,0.0092,0.598,0.685,0.000919,0.109,-7.025,0.06,0.557,"Country"
47,8.49e-06,0.291,0.925,0.114,0.0733,-9.901,0.0714,0.233,"Alternative"
67,0.0854,0.748,0.835,1.97e-06,0.0365,-5.731,0.0351,0.896,"Rock"
54,0.000879,0.834,0.628,0.000192,0.292,-6.616,0.0626,0.766,"Hip-Hop"
69,0.194,0.565,0.437,7.14e-06,0.0656,-7.68,0.0403,0.217,"Rock"
44,0.591,0.826,0.303,0.496,0.152,-15.485,0.0603,0.035,"Electronic"
57,0.14,0.511,0.622,4.95e-05,0.158,-5.094,0.15,0.296,"Rock"
65,0.104,0.744,0.385,2.43e-05,0.124,-8.129,0.602,0.228,"Rap"
51,0.12,0.511,0.524,0.073,0.237,-8.342,0.0303,0.491,"Electronic"
42,0.0706,0.233,0.529,1.61e-06,0.201,-5.69,0.0341,0.0766,"Alternative"
25,0.974,0.348,0.114,0.75,0.092,-20.541,0.0379,0.243,"Classical"
74,0.0728,0.801,0.578,0,0.185,-7.148,0.201,0.126,"Rap"
55,0.000105,0.369,0.835,0.0523,0.253,-4.462,0.0777,0.525,"Alternative"
26,0.988,0.233,0.243,0.0967,0.0917,-15.923,0.0429,0.0752,"Classical"
33,0.993,0.492,0.0658,0.963,0.166,-18.136,0.0437,0.523,"Jazz"
36,0.00237,0.623,0.849,0.0126,0.379,-6.376,0.0754,0.711,"Blues"
27,0.984,0.271,0.245,0.276,0.149,-10.912,0.0456,0.0394,"Classical"
53,0.722,0.512,0.313,0.0163,0.112,-9.528,0.0392,0.116,"Alternative"
44,0.0115,0.617,0.87,1.29e-05,0.396,-4.777,0.0761,0.723,"Alternative"
28,0.177,0.504,0.865,0.000895,0.345,-4.099,0.0504,0.543,"Blues"
40,0.00182,0.657,0.55,0.895,0.0416,-10.651,0.0342,0.153,"Electronic"
19,0.994,0.518,0.00602,0.851,0.0979,-31.431,0.0797,0.281,"Classical"
22,0.00252,0.387,0.835,0.000305,0.299,-6.947,0.072,0.369,"Electronic"
45,0.000618,0.344,0.972,0,0.15,-2.403,0.159,0.437,"Anime"
48,0.0315,0.815,0.796,0,0.25,-4.68,0.235,0.69,"Rap"
25,0.968,0.223,0.232,0.805,0.306,-24.017,0.0339,0.708,"Classical"
22,0.0999,0.485,0.732,0,0.0782,-6.609,0.057,0.384,"Country"
54,0.105,0.49,0.889,0,0.167,-2.942,0.0363,0.688,"Rock"
23,0.00301,0.708,0.894,0.612,0.196,-6.531,0.0478,0.254,"Electronic"
23,0.142,0.774,0.681,0,0.293,-6.372,0.063,0.647,"Blues"
50,0.208,0.743,0.628,0,0.0852,-7.834,0.455,0.295,"Hip-Hop"
47,0.000294,0.634,0.63,0.00103,0.349,-7.112,0.0234,0.424,"Alternative"
30,0.988,0.465,0.127,0.933,0.112,-18.6,0.0373,0.297,"Anime"
24,0.111,0.391,0.872,0.0174,0.21,-3.879,0.054,0.531,"Anime"
31,0.0115,0.535,0.505,0.0428,0.257,-5.604,0.0279,0.0701,"Jazz"
51,6.64e-05,0.355,0.893,0.0189,0.233,-3.921,0.0391,0.653,"Rock"
34,0.0553,0.685,0.728,2.25e-06,0.0801,-8.987,0.0371,0.899,"Blues"
68,0.0243,0.81,0.754,0,0.255,-6.138,0.302,0.68,"Rap"
21,0.526,0.619,0.729,1.46e-06,0.24,-2.646,0.0294,0.562,"Anime"
58,0.351,0.589,0.466,0.169,0.267,-7.75,0.0296,0.357,"Rock"
38,0.0567,0.435,0.874,0.00947,0.118,-4.706,0.0424,0.505,"Country"
35,0.0917,0.943,0.348,0,0.0792,-10.46,0.122,0.886,"Blues"
60,0.0122,0.541,0.734,1.15e-06,0.0696,-5.235,0.0457,0.69,"Rock"
49,0.0838,0.697,0.891,0.654,0.366,-8.005,0.0384,0.842,"Electronic"
51,0.00395,0.547,0.831,8.08e-06,0.12,-5.06,0.0324,0.101,"Alternative"
72,0.0109,0.907,0.65,0.000424,0.107,-5.661,0.312,0.626,"Hip-Hop"
58,0.0471,0.533,0.722,8.99e-06,0.242,-6.817,0.0341,0.396,"Rock"
28,1.02e-05,0.462,0.966,1.33e-05,0.112,-4.302,0.108,0.351,"Classical"
37,0.995,0.368,0.0496,0.956,0.152,-27.894,0.043,0.145,"Classical"
51,0.126,0.566,0.654,0,0.143,-6.608,0.3,0.583,"Rap"
47,0.876,0.632,0.33,8.19e-06,0.106,-10.939,0.0328,0.805,"Jazz"
4,0.969,0.309,0.153,0.000562,0.0847,-15.604,0.0408,0.141,"Classical"
57,0.298,0.615,0.724,0.459,0.211,-8.583,0.0306,0.449,"Rock"
25,0.971,0.355,0.0128,1.39e-05,0.283,-25.817,0.0525,0.0985,"Classical"
42,0.186,0.39,0.691,0.0161,0.173,-9.278,0.0619,0.348,"Blues"
25,0.113,0.386,0.991,2.25e-06,0.355,1.61,0.256,0.127,"Anime"
29,0.954,0.49,0.122,0.195,0.125,-16.02,0.0358,0.223,"Jazz"
44,0.0235,0.765,0.932,2.53e-06,0.119,-2.578,0.048,0.827,"Anime"
56,0.03,0.711,0.663,0,0.123,-5.805,0.142,0.214,"Rap"
35,0.0166,0.535,0.473,0,0.0459,-14.876,0.0533,0.817,"Blues"
38,0.3,0.623,0.825,0.00237,0.284,-6.788,0.0607,0.579,"Electronic"
45,0.0582,0.593,0.727,0,0.0656,-6.132,0.0366,0.446,"Alternative"
22,0.533,0.38,0.399,0,0.214,-7.307,0.039,0.232,"Anime"
35,0.00303,0.549,0.895,0.245,0.0875,-10.532,0.0341,0.523,"Electronic"
35,0.207,0.323,0.482,0,0.195,-8.024,0.0298,0.218,"Country"
51,0.00227,0.861,0.715,0,0.144,-4.393,0.301,0.535,"Hip-Hop"
37,0.0988,0.682,0.45,0,0.191,-8.887,0.034,0.934,"Blues"
75,0.708,0.717,0.577,0.00428,0.0899,-5.436,0.0491,0.235,"Rock"
47,0.953,0.661,0.401,0.0211,0.0822,-8.951,0.0531,0.617,"Blues"
48,0.00182,0.628,0.83,0.00732,0.0572,-7.369,0.0426,0.294,"Jazz"
47,0.00107,0.611,0.937,0.259,0.347,-6.552,0.0455,0.392,"Alternative"
63,0.6,0.588,0.644,0,0.647,-7.523,0.227,0.102,"Rap"
60,0.268,0.478,0.924,0,0.263,-6.191,0.373,0.566,"Rap"
38,0.366,0.598,0.598,0,0.0821,-8.426,0.0248,0.347,"Country"
41,0.0033,0.392,0.759,0,0.364,-6.162,0.127,0.394,"Alternative"
59,0.311,0.544,0.626,0,0.106,-9.544,0.334,0.399,"Hip-Hop"
18,0.992,0.412,0.0734,0.855,0.111,-23.028,0.0572,0.134,"Anime"
34,0.0994,0.635,0.68,0.00356,0.0908,-7.852,0.0267,0.559,"Jazz"
69,0.384,0.818,0.57,0.000102,0.19,-8.067,0.285,0.561,"Rap"
55,0.0825,0.493,0.649,0,0.117,-5.586,0.191,0.136,"Hip-Hop"
47,0.165,0.548,0.913,0,0.279,-4.561,0.0768,0.155,"Alternative"
14,0.0024,0.606,0.764,0.334,0.0411,-9.639,0.0368,0.897,"Anime"
26,0.00745,0.902,0.474,0.0895,0.146,-7.557,0.0709,0.542,"Electronic"
0,0.168,0.584,0.579,0.0358,0.161,-9.88,0.0291,0.365,"Jazz"
52,0.234,0.539,0.584,0,0.198,-10.616,0.335,0.674,"Rap"
56,0.0643,0.712,0.899,5.36e-06,0.117,-5.078,0.0648,0.58,"Country"
39,0.156,0.529,0.56,0.0299,0.155,-12.972,0.0329,0.866,"Country"
33,0.274,0.5,0.938,0,0.596,-3.741,0.0667,0.902,"Blues"
21,0.0142,0.686,0.654,0.026,0.147,-13.286,0.0388,0.769,"Electronic"
59,0.228,0.472,0.709,2.2e-05,0.114,-6.471,0.051,0.84,"Rock"
44,0.000937,0.326,0.756,0.000157,0.105,-3.39,0.0351,0.538,"Anime"
45,0.378,0.769,0.637,0.674,0.205,-9.218,0.0403,0.878,"Jazz"
56,0.00813,0.565,0.877,0.00251,0.26,-4.561,0.0614,0.389,"Alternative"
34,0.035,0.515,0.965,0.529,0.0918,-1.063,0.0518,0.601,"Electronic"
53,0.029,0.875,0.673,0,0.318,-7.74,0.21,0.621,"Rap"
3,0.0989,0.275,0.809,0.874,0.34,-12.913,0.0661,0.418,"Blues"
53,0.155,0.227,0.634,0.00029,0.345,-6.347,0.04,0.152,"Alternative"
46,0.437,0.709,0.525,0,0.318,-6.664,0.0358,0.536,"Jazz"
39,0.212,0.463,0.722,1.29e-05,0.177,-6.697,0.0362,0.543,"Country"
27,0.984,0.359,0.127,0.881,0.136,-23.531,0.0573,0.0437,"Classical"
56,0.0147,0.613,0.608,0,0.245,-5.429,0.0263,0.523,"Rock"
48,0.546,0.353,0.363,0,0.961,-9.107,0.0333,0.213,"Alternative"
67,0.00561,0.773,0.564,1.99e-05,0.213,-7.241,0.249,0.0588,"Alternative"
24,0.924,0.107,0.00813,0.0774,0.0862,-32.078,0.0426,0.0389,"Classical"
65,0.0278,0.774,0.458,0,0.133,-6.45,0.042,0.183,"Rap"
22,0.338,0.518,0.57,5.43e-05,0.382,-5.181,0.0256,0.365,"Anime"
38,0.563,0.658,0.512,0,0.959,-10.177,0.0345,0.599,"Country"
53,0.141,0.692,0.887,1.52e-06,0.178,-5.458,0.0644,0.45,"Country"
28,0.00146,0.401,0.985,0,0.19,-0.406,0.212,0.431,"Anime"
61,0.587,0.726,0.824,1.11e-06,0.113,-5.011,0.347,0.384,"Hip-Hop"
52,0.00901,0.529,0.714,6.26e-06,0.0772,-6.315,0.031,0.814,"Country"
63,0.726,0.486,0.312,1.59e-06,0.0601,-13.522,0.0533,0.598,"Blues"
49,0.0202,0.579,0.567,1e-06,0.246,-6.288,0.0314,0.215,"Blues"
51,0.994,0.305,0.0272,0.771,0.115,-31.167,0.042,0.151,"Classical"
63,0.00818,0.64,0.818,1.25e-05,0.275,-4.61,0.0456,0.763,"Alternative"
65,0.00166,0.407,0.968,0,0.131,-5.154,0.108,0.374,"Rock"
41,0.128,0.785,0.458,0.928,0.101,-6.59,0.0522,0.685,"Jazz"
31,0.00745,0.73,0.912,0.458,0.214,-8.146,0.053,0.756,"Electronic"
37,0.994,0.738,0.339,0.3,0.0922,-9.701,0.0641,0.424,"Blues"
53,0.427,0.612,0.705,0,0.658,-5.898,0.352,0.533,"Rap"
73,0.41,0.647,0.582,1.93e-06,0.0715,-9.538,0.0755,0.915,"Rock"
11,0.0199,0.407,0.869,0.00256,0.248,-3.717,0.0756,0.728,"Anime"
60,0.000621,0.315,0.826,0.000669,0.0703,-4.315,0.0644,0.359,"Blues"
35,0.991,0.362,0.0617,0.916,0.171,-24.588,0.0379,0.392,"Classical"
68,0.00096,0.723,0.459,0,0.11,-10.259,0.239,0.313,"Rap"
56,0.135,0.586,0.855,0,0.754,-3.481,0.323,0.549,"Rap"
22,0.0326,0.676,0.754,0.674,0.374,-11.037,0.0457,0.748,"Electronic"
57,0.575,0.706,0.262,0.235,0.148,-11.891,0.0269,0.269,"Rock"
30,0.00168,0.66,0.788,3.26e-05,0.36,-6.388,0.0356,0.354,"Electronic"
38,0.933,0.449,0.203,0.906,0.114,-15.79,0.0535,0.152,"Jazz"
47,0.306,0.722,0.406,0.0458,0.111,-10.967,0.0481,0.302,"Alternative"
32,0.00234,0.657,0.953,0.655,0.383,-4.06,0.0592,0.319,"Electronic"
52,9.76e-06,0.276,0.962,0.000366,0.0327,-3.797,0.0629,0.741,"Alternative"
33,0.279,0.601,0.532,0.805,0.348,-10.841,0.0334,0.376,"Electronic"
43,0.91,0.368,0.364,6.36e-06,0.137,-6.002,0.059,0.405,"Jazz"
43,0.000739,0.631,0.874,0.756,0.331,-5.821,0.067,0.338,"Electronic"
64,0.064,0.612,0.797,0,0.257,-3.648,0.448,0.358,"Hip-Hop"
78,0.222,0.786,0.82,0,0.575,-5.093,0.232,0.49,"Hip-Hop"
72,0.0317,0.539,0.859,0,0.102,-4.465,0.0399,0.456,"Country"
39,0.447,0.672,0.487,0,0.254,-6.466,0.0252,0.38,"Country"
59,0.407,0.425,0.596,0,0.147,-5.909,0.0356,0.214,"Country"
48,0.936,0.203,0.112,0.935,0.126,-18.029,0.0418,0.0374,"Anime"
30,0.461,0.539,0.66,0.00189,0.0564,-4.834,0.0319,0.735,"Blues"
33,0.475,0.601,0.531,0.229,0.058,-13.784,0.0431,0.818,"Blues"
44,0.89,0.529,0.206,0,0.31,-11.717,0.03,0.255,"Country"
49,0.0195,0.863,0.862,0,0.105,-4.679,0.0545,0.703,"Hip-Hop"
56,0.0865,0.674,0.888,0,0.472,-5.249,0.356,0.686,"Hip-Hop"
32,0.264,0.434,0.568,0.933,0.0708,-17.465,0.0315,0.202,"Electronic"
59,0.67,0.754,0.499,0,0.0829,-5.499,0.121,0.0462,"Rap"
37,0.513,0.603,0.401,0,0.127,-8.95,0.0311,0.432,"Country"
