Date,TurtleID,SiteName,TurtleSpecies,Day,Time,Recapture,Status,CaptureComment,Latitude,Longitude,Datum,LocationDescription,InsideSite,StudySite,CaptureMethod,Temp,SkyIndex,Weather,DaysSinceLastRain,EyeColor,LifeStage,Sex,Annuli,Mass,PhotoTaken,StraightlineCL,MaxCW,PL_AnteriortoHinge,PL_HingetoPosterior,Total_PL,ShellHeightatHinge,Habitat,Selected_InjuriesorDefects,InjuriesorDefects Notes,Selected_IllnessorHeatlth_Issues,IllnessorHealth_Issues_Notes,SelectedParasites,ParasitesNotes,Notes
10/3/2012,BIO,Piedmont Wildlife Center,TERCAR,Wed,14:15:00,N,Alive,Just off outerloop,35.92456,-78.98472,WGS84,NA,Y,Leigh Farm,4,80,3,1,NA,NA,Adult,Male,16,253,N,126.2,102.3,49.7,74.7,124.4,53.2,pine forest,None seen,NA,None detected,NA,None detected,NA,NA
10/5/2012,CMN,Piedmont Wildlife Center,TERCAR,Fri,11:14:00,N,Alive,"on oxgate trail, 50ft from sewer line",35.92638,-78.98434,WGS84,sitting in the middle of the trail,Y,Leigh Farm,4,80,1,1,1,NA,Adult,Male,21,365,N,122.01,100.08,46.48,72.05,118.53,62.52,hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
10/17/2012,BOW,Piedmont Wildlife Center,TERCAR,Wed,13:30:00,N,Alive,NA,35.92617,-78.9835,WGS84,next to puddle along sewer line by oxgate trail,Y,Leigh Farm,4,68,3,1,2,NA,Adult,Male,11,250,N,126.3,104.3,51.8,76.6,128.4,64,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
5/17/2013,AHJ,Piedmont Wildlife Center,TERCAR,Fri,11:13:00,Y,Alive,NA,35.92563,-78.98343,WGS84,NA,Y,Leigh Farm,4,79,0,1,6,NA,Adult,Female,12,425,Y,120,88,42,99,141,61,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
5/23/2013,COW,Piedmont Wildlife Center,TERCAR,Thu,10:00:00,N,Alive,Found next to CHO. (two turtle marked COW this was the 1st),35.92051,-78.98141,WGS84,Trail off main road.,Y,Leigh Farm,4,79,3,1,0,bright red,Adult,Male,20,360,Y,122.87,104.25,51.7,69.4,121.1,55.39,field/forest edge (within 6m of boundry),Crushed or damaged carapace,Missing scute A,None detected,NA,None detected,NA,NA
5/30/2013,BJO,Piedmont Wildlife Center,TERCAR,Thu,10:40:00,N,Alive,small,35.92733,-78.98452,WGS84,By ALM along sewer line,Y,Leigh Farm,4,75,1,1,7,pale red,Adult,Male,7,155,Y,89.38,75.29,38.14,53.51,91.65,44.76,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
6/11/2013,BIN,Piedmont Wildlife Center,TERCAR,Tue,12:20:00,Y,Dead,NA,35.92168,-78.98089,WGS84,before big creek behind cabin,Y,Leigh Farm,5,81,1,1,1,other (eyes dryed out),Adult,Male,20,345,N,138.05,103.02,51.96,76.95,128.91,58.53,field/forest edge (within 6m of boundry),None seen,eyes dried up,None detected,NA,None detected,NA,NA
6/13/2013,HIV,Piedmont Wildlife Center,TERCAR,Thu,12:15:00,N,Alive,NA,35.92247,-78.98178,WGS84,off trail to left behind cabin,Y,Gamelands,4,90,0,1,3,brown,Adult,Female,16,445,N,120.95,98.11,51.96,78.57,130.53,60.92,stream river,"Crushed or damaged carapace, Crushed or damaged plastron",NA,None detected,NA,None detected,NA,NA
6/17/2013,BMW,Piedmont Wildlife Center,TERCAR,Mon,8:00:00,N,Alive,NA,35.91934,-78.97995,WGS84,near hermit pond off gravel trail,Y,Leigh Farm,4,75,3,1,4,pale red,Adult,Female,16,305,Y,109.49,89.66,41.98,62.68,104.66,53.35,field/forest edge (within 6m of boundry),Crushed or damaged carapace,scutes I and J damaged,None detected,NA,None detected,NA,NA
6/17/2013,ALP,Piedmont Wildlife Center,TERCAR,Mon,8:00:00,N,Alive,NA,35.92116,-78.98076,WGS84,off dirt trail parallel to pump station road,Y,Leigh Farm,4,75,1,1,3,brown,Adult,Female,11,360,Y,121.82,96.22,44.76,69.59,114.35,56.56,field/forest edge (within 6m of boundry),Crushed or damaged carapace,"above scute R, slight damage",None detected,NA,None detected,NA,"very ambiguous markings, but more female-like characteristics"
6/18/2013,AKN,Piedmont Wildlife Center,TERCAR,Tue,11:02:00,Y,Alive,NA,35.92175,-78.98096,WGS84,in dry creek behind cabin,Y,Leigh Farm,4,73,4,1,1,pale red,Adult,Male,16,350,N,115.27,98.15,45.72,71.22,116.94,57.63,stream river,None seen,NA,Swollen or closed right eye,right eye was shut and appeared swollen,None detected,NA,NA
6/19/2013,APQ,Piedmont Wildlife Center,TERCAR,Wed,9:10:00,N,Alive,NA,35.92243,-78.98143,WGS84,next to fire pit at cabin,Y,Leigh Farm,4,70,0,1,1,NA,Adult,Male,11,450,Y,130.46,50.15,56.68,85.51,142.19,62.41,field/forest edge (within 6m of boundry),None seen,Scutes I and H are pointed,None detected,NA,None detected,NA,NA
6/19/2013,LOW,Piedmont Wildlife Center,TERCAR,Wed,12:00:00,N,Alive,NA,35.91862,-78.97909,WGS84,NA,Y,Gamelands,4,75,2,1,1,brown,Adult,Female,18,455,Y,138.73,100.15,53.85,80.86,134.71,67.56,mixed pine/hardwood forest,Other,Scutes W and X chipped,None detected,NA,None detected,NA,NA
6/25/2013,MOW,Piedmont Wildlife Center,TERCAR,Tue,12:06:00,N,Alive,By stream on Oxgate Rd.,35.92838,-78.98443,WGS84,NA,Y,Leigh Farm,4,82,4,1,0,brown,Adult,Unknown,11,82,Y,74.74,60.29,31.13,40.55,71.68,34.1,stream river,Crushed or damaged carapace,Damage to scute V and carapace JAN,None detected,NA,None detected,NA,NA
6/28/2013,KOX,Piedmont Wildlife Center,TERCAR,Fri,11:00:00,N,Alive,NA,35.92605,-78.98289,WGS84,dried wetland along sewer line,Y,Gamelands,4,82,2,1,0,NA,Adult,Male,13,355,Y,117.32,98.17,50.52,70.02,120.54,55.08,forest wetland,None seen,scutes L and M fused,None detected,NA,None detected,NA,NA
7/3/2013,COW,Piedmont Wildlife Center,TERCAR,Wed,14:30:00,N,Alive,"Bottom of hill to right. (gravel rds, back entrance) (Two turtles marked COW this was the 2nd)",35.92004,-78.98099,WGS84,NA,Y,Leigh Farm,4,81,4,1,0,pale red,Adult,Male,15,350,Y,123.04,101.4,49.42,77.4,126.82,54.48,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,eating a slug
7/9/2013,KOP,Piedmont Wildlife Center,TERCAR,Tue,17:00:00,N,Alive,NA,35.92189,-78.98116,WGS84,"Behind cabin, along trail walking to creek",Y,Leigh Farm,4,82,4,2,0,brown,Juvenile,Unknown,4,47,Y,60.75,46.91,22.39,32.9,55.29,29.2,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
7/10/2013,OPQ,Piedmont Wildlife Center,TERCAR,Wed,13:00:00,Y,Alive,NA,35.92383,-78.98203,WGS84,on middle of trail in the outer loop,Y,Leigh Farm,4,81,2,1,1,brown,Adult,Female,19,405,Y,123.1,101.54,47.69,75.91,123.6,59.01,pine forest,Crushed or damaged carapace,NA,None detected,NA,None detected,NA,attached transmitter
7/31/2013,AKN,Piedmont Wildlife Center,TERCAR,Wed,15:00:00,Y,Alive,found by campers,35.92029,-78.98047,WGS84,NA,Y,Leigh Farm,4,82,4,1,1,pale red,Adult,Unknown,12,300,N,NA,96.65,46.03,70.03,116.06,51.36,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
8/8/2013,BMO,Piedmont Wildlife Center,TERCAR,Thu,12:00:00,N,Alive,found by campers,35.9185,-78.97914,WGS84,NA,Y,Leigh Farm,4,86,3,1,3,bright red,Adult,Female,22,355,Y,119.62,92.85,47.82,74.78,122.6,61.23,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
8/12/2013,CJX,Piedmont Wildlife Center,TERCAR,Mon,9:30:00,N,Alive,NA,35.92166,-78.98134,WGS84,near bridge by creek behind cabin.,Y,Leigh Farm,4,80,NA,1,NA,brown,Adult,Female,11,230,Y,106.79,84.84,41.05,62.6,103.65,49.4,forest wetland,None seen,NA,None detected,NA,None detected,NA,NA
8/16/2013,CLO,Piedmont Wildlife Center,TERCAR,Fri,14:20:00,N,Alive,"While looking for transmitter turtle OPQ, found CLO.",35.92306,-78.98205,WGS84,NA,Y,Leigh Farm,3,71,4,1,3,brown,Juvenile,Female,7,160,Y,89.49,73.51,39.6,53.65,93.25,43.48,hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
8/23/2013,HOQ,Piedmont Wildlife Center,TERCAR,Fri,13:10:00,N,Alive,NA,35.9252,-78.98242,WGS84,NA,Y,Leigh Farm,3,85,2,1,2,pale red,Adult,Male,20,290,Y,110.6,91.5,45.4,69.2,114.6,54,stream river,Crushed or damaged carapace,"damaged carapace - may/june scute, X/A scutes and O scute.",None detected,NA,None detected,NA,NA
8/24/2013,BLO,Piedmont Wildlife Center,TERCAR,Sat,10:00:00,N,Alive,NA,35.91889,-78.98157,WGS84,NA,Y,Leigh Farm,4,85,0,1,2,bright red,Adult,Male,15,352,Y,116.11,92.86,48.89,70.76,119.65,60.48,pine forest,None seen,NA,None detected,NA,None detected,NA,NA
10/1/2013,NOW,Piedmont Wildlife Center,TERCAR,Tue,14:30:00,N,Alive,NA,35.92176,-78.98099,WGS84,creek behind cabin,Y,Gamelands,4,81,1,1,4,brown,Adult,Female,12,250,Y,116.69,89.07,46.84,64.11,110.95,52.29,stream river,None seen,NA,None detected,NA,None detected,NA,"small indentation on plastron, flared rear scutes.  Cloaca was aligned with posterior edge of carapace.  Affixed transmitter to turtle.  Transmitter died a couple weeks later, assume dead due to closeness of construction equipment."
10/15/2013,HOW,Piedmont Wildlife Center,TERCAR,Tue,14:10:00,N,Alive,NA,35.92195,-78.98204,WGS84,in woods near Athena's enclosure,Y,Leigh Farm,4,70,1,1,1,pale red,Adult,Male,14,412,Y,134.13,104.27,51.04,85.44,136.48,59.59,field/forest edge (within 6m of boundry),Crushed or damaged carapace,"scutes worn out, see pictures.  ""january"" has indentation that is deeper than other worn areas",None detected,NA,None detected,NA,NA
11/7/2013,BCW,Piedmont Wildlife Center,TERCAR,Thu,12:00:00,N,Alive,NA,35.92082,-78.98366,WGS84,south side of sarah's house,Y,Leigh Farm,4,70,4,1,0,bright red,Adult,Male,16,265,N,106.73,91.5,46.86,70.48,117.34,52.82,field/forest edge (within 6m of boundry),Crushed or damaged carapace,"O and P scutes chewed, possible bite wound on plastron (healed). overall wear to scutes.",None detected,NA,None detected,NA,NA
4/16/2014,HLO,Piedmont Wildlife Center,TERCAR,Wed,12:30:00,N,Alive,NA,35.92457,-78.98456,WGS84,clearing on outer loop,Y,Leigh Farm,4,48,0,1,1,brown,Adult,Female,9,248,Y,102.93,85.08,43.31,61.09,104.4,48.76,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
6/9/2014,BLP,Piedmont Wildlife Center,TERCAR,Mon,17:00:00,N,Alive,NA,35.92204,-78.98309,WGS84,NA,Y,Leigh Farm,3,88,1,1,1,bright red,Adult,Male,17,250,N,101.16,88.04,43.65,64.21,107.86,54.94,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
7/1/2014,AWX,Piedmont Wildlife Center,TERCAR,Tue,14:17:00,N,Alive,NA,35.92001,-78.98101,WGS84,trail across from mars,Y,Gamelands,4,91,1,1,3,pale red,Adult,Male,10,280,Y,109.43,94,46.5,67,113.5,51,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,stayed in shell
7/9/2014,BIL,Piedmont Wildlife Center,TERCAR,Wed,10:28:00,N,Alive,behind garden in blackberry bush,35.92223,-78.98395,WGS84,NA,Y,Leigh Farm,4,81,4,1,7,bright red,Adult,Unknown,17,365,Y,119.12,93.51,45.52,70.79,116.31,53.87,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
7/11/2014,NOX,Piedmont Wildlife Center,TERCAR,Fri,14:30:00,N,Alive,NA,35.92285,-78.98122,WGS84,near sewer line,Y,Gamelands,4,82,3,1,1,brown,Adult,Male,12,165,N,98.7,76.2,41.25,56.13,97.38,45.56,field/forest edge (within 6m of boundry),Crushed or damaged carapace,"appears to be birth defects on July, Aug, and Dec but looks healthy",None detected,NA,None detected,NA,NA
7/22/2014,KNO,Piedmont Wildlife Center,TERCAR,Tue,12:45:00,N,Alive,Right next to construction site,35.91924,-78.97986,WGS84,Next to construction site,Y,Gamelands,4,79,4,2,0,brown,Adult,Unknown,10,245,Y,110,90,40.4,60.2,100.6,50.1,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
7/24/2014,HIL,Piedmont Wildlife Center,TERCAR,Thu,13:08:00,N,Alive,NA,35.91976,-78.97708,WGS84,damp clearing (almost dried swamp),Y,Gamelands,4,82,1,1,0,NA,Adult,Unknown,20,343,Y,117,94.5,46.6,69.5,116.1,60,forest wetland,Crushed or damaged carapace,NA,None detected,NA,None detected,NA,"Flaked/Chipped on scutes A, B, and C. Raised Scutes on plastron"
7/24/2014,AIV,Piedmont Wildlife Center,TERCAR,Thu,10:47:00,Y,Alive,NA,35.92109,-78.98266,WGS84,Behind Sara H's house,Y,Leigh Farm,4,NA,4,2,0,bright red,Adult,Female,20,303,Y,111,84,45.5,64.5,110,60.8,mixed pine/hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron",Uneven Carapace and scutes; appears to be birth defect.,None detected,NA,None detected,NA,NA
8/5/2014,HJP,Piedmont Wildlife Center,TERCAR,Tue,NA,N,Alive,NA,35.92257,-78.98104,WGS84,squirrel circle behind PWC cabin,Y,Leigh Farm,4,73,1,1,2,pale red,Adult,Male,16,335,Y,145.84,118.68,69.2,92.92,162.12,76.73,mixed pine/hardwood forest,Crushed or damaged carapace,possible chew mark on scute A only,None detected,NA,None detected,NA,double L and M scutes
8/13/2014,CIN,Piedmont Wildlife Center,TERCAR,Wed,11:00:00,N,Alive,NA,35.92254,-78.98096,WGS84,camp circle behind cabin,Y,Leigh Farm,4,NA,0,1,1,pale red,Adult,Male,12,395,Y,125.69,100.32,54.28,71.36,125.64,57.15,mixed pine/hardwood forest,NA,brittle marginal carapace scutes - some flaking,None detected,NA,None detected,NA,NA
8/13/2014,BWX,Piedmont Wildlife Center,TERCAR,Wed,11:13:00,N,Alive,NA,35.92439,-78.98487,WGS84,"Near I-40 Boardwalk, 20m up hill",Y,Leigh Farm,4,NA,0,1,1,bright red,Adult,Male,20,470,Y,130.5,103.1,53.23,77.46,130.69,60.89,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
8/15/2014,BJN,Piedmont Wildlife Center,TERCAR,Fri,13:00:00,N,Alive,NA,35.92428,-78.98334,WGS84,on trail 20' from sun circle,Y,Leigh Farm,4,84,2,1,3,NA,Adult,Male,25,324,Y,120,94.43,46.34,68.79,115.13,55.15,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
8/15/2014,BIO,Piedmont Wildlife Center,TERCAR,Fri,13:00:00,Y,Alive,NA,35.92428,-78.98319,WGS84,50' from sun circle,Y,Leigh Farm,4,54,2,1,3,bright red,Adult,Male,14,430,Y,126.23,102.98,51.41,72.21,123.62,58.76,mixed pine/hardwood forest,Crushed or damaged carapace,"scutes X and A chewed slightly, most color on scutes rubbed off",None detected,NA,None detected,NA,NA
10/2/2014,OPV,Piedmont Wildlife Center,TERCAR,Thu,12:45:00,N,Alive,NA,35.92796,-78.98535,WGS84,NA,Y,Leigh Farm,4,79,3,1,4,bright red,Adult,Male,16,435,Y,125,102,51,80,131,60,mixed pine/hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron","worn plastron, color rubbed off, wear on marginal scutes",None detected,NA,None detected,NA,NA
10/8/2014,CHL,Piedmont Wildlife Center,TERCAR,Wed,14:00:00,N,Alive,NA,35.92729,-78.98374,WGS84,in front of cabin,Y,Leigh Farm,4,79,0,1,10,NA,Adult,Male,20,350,Y,121,97,48,77,125,55,mixed pine/hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron","discoloration on plastron, chew marks @ anterior and posterior of carapace",None detected,NA,None detected,NA,NA
10/15/2014,CHP,Piedmont Wildlife Center,TERCAR,Wed,16:00:00,N,Alive,NA,35.92186,-78.98451,WGS84,NA,Y,Leigh Farm,3,81,3,1,0,bright red,Adult,Male,20,380,Y,125,92,46,73,119,59,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
4/8/2015,ACI,Piedmont Wildlife Center,TERCAR,Wed,11:00:00,Y,Alive,NA,35.92315,-78.98461,WGS84,100 y N of 1-40 boardwalk,Y,Leigh Farm,4,72,0,1,0,pale red,Adult,Unknown,18,420,N,124,100,52,72,124,60,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,"high-domed shell, very slight indentation on plastron, light red eyes, tan/yellow front legs, rear closed up"
6/19/2015,LNX,Piedmont Wildlife Center,TERCAR,Fri,8:30:00,N,Alive,NA,35.92218,-78.98369,WGS84,middle of Bountiful Backyards garden,Y,Leigh Farm,3,79,NA,1,0,brown,Juvenile,Female,6,240,Y,106.86,81.8,44.05,59.83,103.88,49.3,other,None seen,NA,None detected,NA,None detected,NA,added transmitter
6/26/2015,HKO,Piedmont Wildlife Center,TERCAR,Fri,10:49:00,N,Alive,IN MIDDLE OF DRY CREEK,35.92373,-78.98283,WGS84,in between inner and outer loop creek bed,Y,Leigh Farm,4,84,3,1,0,brown,Juvenile,Unknown,2,25,Y,51.41,45.19,18.86,28.19,47.05,22.49,forest wetland,None seen,NA,None detected,NA,None detected,NA,NA
6/29/2015,CHO,Piedmont Wildlife Center,TERCAR,Mon,14:30:00,Y,Alive,NA,35.92206,-78.98191,WGS84,behind Athena's cage,Y,Leigh Farm,4,87,1,1,0,brown,Adult,Female,20,155,Y,122.85,99.38,51.68,74.73,126.41,64.6,mixed pine/hardwood forest,"Crushed or damaged carapace, Tooth marks on shell",tooth marks - October,NA,NA,NA,NA,Transmitter fell of winter 2014-2015 while hibernating. Affixed new transmitter.
7/1/2015,IOX,Piedmont Wildlife Center,TERCAR,Wed,10:30:00,N,Alive,Nesting,35.92209,-78.98282,WGS84,Off sewer line near Kiri's cage - close to Leigh Farm Rd,Y,Leigh Farm,4,NA,2,1,0,brown,Adult,Female,14,435,Y,126.97,100.73,51.04,79.39,130.43,64.3,field/forest edge (within 6m of boundry),"Crushed or damaged carapace, Tooth marks on shell","Wearing on April, Aug, Dec. One toothmark on ""A""",None detected,NA,None detected,NA,Nesting
7/16/2015,ABX,Piedmont Wildlife Center,TERCAR,Thu,14:00:00,Y,Alive,NA,35.92079,-78.98206,WGS84,disc golf hole 3,Y,Leigh Farm,3,81,4,1,2,bright red,Adult,Male,22,455,Y,133,111,53,80,133,61.5,forest wetland,None seen,NA,None detected,NA,None detected,NA,NA
7/20/2015,KOW,Piedmont Wildlife Center,TERCAR,Mon,15:00:00,N,Alive,unique eyes,35.92162,-78.9844,WGS84,tee 16 - near parking lot,Y,Leigh Farm,4,92,3,1,1,other (brown and white speckled),Adult,Female,20,375,Y,122,94,49,70,119,61,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
7/21/2015,BIK,Piedmont Wildlife Center,TERCAR,Tue,11:45:00,N,Alive,NA,35.92103,-78.98257,WGS84,"near disc golf trail, right of cabin",Y,Leigh Farm,4,87,1,1,2,brown,Hatchling,Female,24,90,Y,79,60,32,43,75,40,forest wetland,None seen,NA,None detected,NA,None detected,NA,NA
8/17/2015,AKV,Piedmont Wildlife Center,TERCAR,Mon,10:20:00,Y,Alive,NA,35.92131,-78.9829,WGS84,near entrance of first disc golf,Y,Leigh Farm,3,82,0,1,6,brown,Adult,Female,19,408,Y,120.92,99.06,48.84,72.47,121.31,62.73,hardwood forest,None seen,NA,None detected,NA,None detected,NA,eating a berry
8/17/2015,AJN,Piedmont Wildlife Center,TERCAR,Mon,10:57:00,Y,Alive,NA,35.92124,-78.98197,WGS84,NA,Y,Leigh Farm,3,92,0,1,6,bright red,Adult,Male,20,330,Y,112.4,85.35,46.16,71.26,117.42,54.67,hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron, Tooth marks on shell",looked like old injuries/wear and tear,None detected,NA,None detected,NA,NA
8/20/2015,COP,Piedmont Wildlife Center,TERCAR,Thu,10:00:00,Y,Alive,NA,35.92226,-78.98254,WGS84,Sewer line,Y,Leigh Farm,4,NA,4,1,0,brown,Adult,Male,12,260,Y,114.74,89.39,45.37,67.63,113,53.05,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,"Sexual characteristics--yellow/light colors, flared rear scutes, plastron barely indented, rear curved claws, cloaca distal toward tail tip--long tail"
9/8/2015,LOP,Piedmont Wildlife Center,TERCAR,Tue,NA,Y,Alive,Attached new transmitter,35.92747,-78.98372,WGS84,Buried in stilt grass,Y,Leigh Farm,5,81,3,1,2,brown,Adult,Female,20,372,Y,114.61,98.06,50.92,70.12,121.04,57.71,mixed pine/hardwood forest,None seen,"Worn shell, losing color",None detected,NA,None detected,NA,NA
9/8/2015,BWX,Piedmont Wildlife Center,TERCAR,Tue,12:00:00,Y,Alive,Attached new transmitter,35.92297,-78.98487,WGS84,NA,Y,Leigh Farm,5,81,3,1,2,bright red,Adult,Male,20,435,Y,130.03,103.66,53.4,79.12,132.52,64.08,mixed pine/hardwood forest,Tooth marks on shell,Very faint toothmarks,None detected,NA,None detected,NA,NA
9/8/2015,AJM,Piedmont Wildlife Center,TERCAR,Tue,11:50:00,Y,Alive,NA,35.92301,-78.98459,WGS84,Outer loop trail near tobacco barns,Y,Leigh Farm,3,81,3,1,2,pale red,Adult,Male,17,395,Y,126.84,98.72,52.47,73.14,125.61,59.32,mixed pine/hardwood forest,Other,worn scutes,None detected,NA,None detected,NA,NA
9/10/2015,CHO,Piedmont Wildlife Center,TERCAR,Thu,12:00:00,Y,Alive,Near turtle A,35.92179,-78.98245,WGS84,NA,Y,Leigh Farm,5,81,4,1,0,pale red,Adult,Female,19,445,Y,121.3,97.38,50.7,74.77,125.47,66.03,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
9/10/2015,ACL,Piedmont Wildlife Center,TERCAR,Thu,12:00:00,Y,Alive,Found next to CHO--about 2',35.92179,-78.98245,WGS84,Near colorful pole near Bella's cage,Y,Leigh Farm,4,81,4,1,1,bright red,Adult,Male,20,375,Y,120.87,101.86,50.37,69.36,119.73,58.5,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
9/10/2015,COP,Piedmont Wildlife Center,TERCAR,Thu,12:00:00,Y,Alive,NA,35.92259,-78.98275,WGS84,Grassy area next to carriage house,Y,Leigh Farm,5,81,4,1,0,pale red,Adult,Unknown,14,270,Y,113.21,88.95,45.52,66.01,111.53,51.79,field,None seen,NA,None detected,NA,None detected,NA,NA
9/10/2015,ABP,Piedmont Wildlife Center,TERCAR,Thu,12:00:00,Y,Alive,Attached new transmitter,35.92158,-78.98327,WGS84,near speak easy,Y,Leigh Farm,5,81,4,1,0,NA,Adult,Female,18,455,Y,125.14,98.85,46.59,76.58,123.17,61.23,field/forest edge (within 6m of boundry),"Missing digits, and/or limbs",might right rear leg,None detected,NA,None detected,NA,NA
9/10/2015,ABL,Piedmont Wildlife Center,TERCAR,Thu,11:30:00,Y,Alive,Active! Crossing road,35.9188,-78.98445,WGS84,next to turtle crossing sign,Y,Leigh Farm,1,81,3,1,0,bright red,Adult,Male,19,425,Y,129.92,101.71,75.21,48.63,123.84,55.99,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
9/11/2015,OPQ,Piedmont Wildlife Center,TERCAR,Fri,12:02:00,Y,Alive,attached new transmitter,35.92285,-78.98228,WGS84,NA,Y,Leigh Farm,5,79,2,1,0,brown,Adult,Unknown,17,400,Y,123.54,104.8,47.78,71.66,119.44,58.72,mixed pine/hardwood forest,Crushed or damaged carapace,"very, triangular",None detected,NA,None detected,NA,NA
9/11/2015,AOW,Piedmont Wildlife Center,TERCAR,Fri,12:29:00,Y,Alive,attached new transmitter,35.92197,-78.98128,WGS84,NA,Y,Leigh Farm,5,79,2,1,0,bright red,Adult,Male,20,352.5,Y,118.35,96.25,49.28,69.83,119.11,61,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,NA
9/15/2015,OPW,Piedmont Wildlife Center,TERCAR,Tue,16:03:00,N,Alive,NA,35.92184,-78.98064,WGS84,Dry creek bed,N,NA,4,81,1,1,3,bright red,Adult,Male,16,380,Y,120.2,94.85,55.98,80.14,136.12,59.13,hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron, Tooth marks on shell",worn all over carapace and plastron,None detected,NA,None detected,NA,NA
9/21/2015,ALM,Piedmont Wildlife Center,TERCAR,Mon,10:45:00,Y,Alive,NA,35.92422,-78.97483,WGS84,in forest behind neighborhood,N,NA,5,68,4,1,0,pale red,Adult,Female,20,335,Y,105.97,89.51,42.21,67.12,109.33,58.99,hardwood forest,None seen,NA,None detected,NA,None detected,NA,very smooth plastron and worn all over
9/30/2015,HJL,Piedmont Wildlife Center,TERCAR,Wed,11:00:00,N,Alive,Found on Leigh Farm Rd at the entrance of park.,35.9194,-78.9845,WGS84,Leigh Farm Rd at entrance of park.,Y,Leigh Farm,1,75,4,1,0,brown,Adult,Unknown,17,352,Y,119.59,97.78,47.2,76.02,123.22,57.59,field/forest edge (within 6m of boundry),None seen,NA,None detected,NA,None detected,NA,"slight indentation on plastron, flared scutes, brown eyes/legs...unsure if male or female"
10/9/2015,BLP,Piedmont Wildlife Center,TERCAR,Fri,12:46:00,Y,Alive,NA,35.92183,-78.98265,WGS84,Found near carriage house,Y,Leigh Farm,4,75,2,1,4,bright red,Adult,Male,15,335,Y,124.33,97.66,54.33,83.55,137.88,61.37,mixed pine/hardwood forest,None seen,NA,None detected,NA,None detected,NA,NA
10/9/2015,AJN,Piedmont Wildlife Center,TERCAR,Fri,13:10:00,Y,Alive,NA,35.92153,-78.98208,WGS84,NA,Y,Leigh Farm,4,75,1,1,4,bright red,Adult,Male,20,340,Y,118.92,93.77,51.22,74.44,125.66,56.06,mixed pine/hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron, Tooth marks on shell",NA,None detected,NA,None detected,NA,NA
10/23/2015,ANO,Piedmont Wildlife Center,TERCAR,Fri,14:09:00,N,Alive,NA,35.92254,-78.97681,WGS84,Found behind neighborhood that borders game lands,Y,Gamelands,3,75,0,1,14,bright red,Adult,Female,20,345,Y,114.38,92.41,51.96,77.12,129.08,63.37,mixed pine/hardwood forest,"Crushed or damaged carapace, Crushed or damaged plastron, Tooth marks on shell",NA,None detected,NA,None detected,NA,"very worn carapace and plastron, smooth to touch. Worn around scutes B/C, J/K, L/M/N."
3/31/2016,AHM,Piedmont Wildlife Center,TERCAR,Thu,11:08:00,Y,Alive,NA,35.92277,-78.98253,WGS84,just off road in woods by smokehouse,Y,Leigh Farm,1,71,4,1,4,brown,Adult,Unknown,25,283,Y,110.41,100.59,46.99,69.53,116.52,60.5,field/forest edge (within 6m of boundry),NA,flaking scute on plastron - shedding?,"Discharge from eyes, mouth, and/or nose (clear) , Discharge from vent , Swollen or closed left eye",clear discharge from left eye,None detected,NA,"high dome shell, yellow/brown legs, brown eyes - female flared rear marginal scutes, thumbprint on plastron - male"
