name,sex,ethnicity,quality,call,experience,equal
Latoya,female,afam,high,0,11,yes
Laurie,female,cauc,low,1,3,yes
Keisha,female,afam,high,0,5,no
Lakisha,female,afam,low,0,3,no
Laurie,female,cauc,high,0,4,no
Sarah,female,cauc,low,0,3,no
Emily,female,cauc,low,0,14,no
Kenya,female,afam,low,0,2,no
Kenya,female,afam,high,0,9,no
Lakisha,female,afam,low,0,14,no
Laurie,female,cauc,high,0,12,no
Sarah,female,cauc,low,0,6,no
Anne,female,cauc,low,0,4,no
Lakisha,female,afam,high,0,5,no
Latonya,female,afam,low,0,6,no
Meredith,female,cauc,high,0,3,no
Ebony,female,afam,high,0,3,no
Kristen,female,cauc,high,0,14,no
Latonya,female,afam,low,0,11,no
Meredith,female,cauc,low,0,11,no
Aisha,female,afam,low,0,7,no
Aisha,female,afam,low,0,6,no
Aisha,female,afam,high,0,2,yes
Brad,male,cauc,low,1,21,no
Brad,male,cauc,high,0,2,no
Brendan,male,cauc,low,0,7,no
Brendan,male,cauc,low,0,6,no
Brett,male,cauc,high,1,6,no
Carrie,female,cauc,high,0,2,no
Hakim,male,afam,high,0,2,no
Jay,male,cauc,high,0,14,no
Kareem,male,afam,low,0,6,no
Kenya,female,afam,low,1,2,no
Kristen,female,cauc,low,0,7,no
Lakisha,female,afam,low,0,26,no
Lakisha,female,afam,high,0,8,no
Latonya,female,afam,high,1,7,no
Leroy,male,afam,low,0,6,yes
Leroy,male,afam,high,0,8,no
Matthew,male,cauc,low,0,8,no
Matthew,male,cauc,high,0,8,yes
Neil,male,cauc,low,0,7,yes
Neil,male,cauc,high,0,2,no
Neil,male,cauc,high,0,8,no
Sarah,female,cauc,low,0,6,no
Tremayne,male,afam,high,0,18,no
Tyrone,male,afam,low,0,7,no
Tyrone,male,afam,high,0,8,no
Anne,female,cauc,low,0,13,no
Lakisha,female,afam,high,0,9,no
Latoya,female,afam,low,0,7,no
Sarah,female,cauc,high,1,26,no
Aisha,female,afam,high,0,16,no
Anne,female,cauc,high,0,14,no
Sarah,female,cauc,low,0,13,no
Tanisha,female,afam,low,0,7,no
Carrie,female,cauc,high,0,4,no
Ebony,female,afam,high,0,14,no
Kenya,female,afam,low,0,13,no
Kristen,female,cauc,low,0,1,no
Aisha,female,afam,low,0,5,no
Allison,female,cauc,low,0,2,no
Ebony,female,afam,high,1,13,no
Jill,female,cauc,high,0,16,no
Allison,female,cauc,low,0,4,no
Emily,female,cauc,high,1,8,no
Latoya,female,afam,low,0,4,no
Tamika,female,afam,high,1,19,no
Aisha,female,afam,low,0,7,yes
Carrie,female,cauc,low,1,13,yes
Jill,female,cauc,high,1,13,yes
Latonya,female,afam,high,0,16,yes
Kenya,female,afam,low,0,1,no
Kristen,female,cauc,low,0,4,no
Latoya,female,afam,high,0,26,no
Sarah,female,cauc,high,0,9,no
Emily,female,cauc,low,0,4,no
Jill,female,cauc,high,1,5,no
Kenya,female,afam,low,0,7,no
Latoya,female,afam,high,0,26,no
Emily,female,cauc,low,1,7,no
Kenya,female,afam,low,0,4,no
Lakisha,female,afam,high,0,8,no
Sarah,female,cauc,high,0,16,no
Brad,male,cauc,high,1,10,no
Hakim,male,afam,low,1,10,no
Todd,male,cauc,low,1,8,no
Tremayne,male,afam,high,1,6,no
Anne,female,cauc,low,0,4,no
Kenya,female,afam,high,0,5,no
Kristen,female,cauc,high,0,5,no
Latonya,female,afam,low,0,6,no
Allison,female,cauc,high,0,3,no
Keisha,female,afam,high,1,4,no
Kristen,female,cauc,low,0,3,no
Tamika,female,afam,low,0,3,no
Jill,female,cauc,high,0,8,no
Kristen,female,cauc,low,0,8,no
Latoya,female,afam,high,0,9,no
Tamika,female,afam,low,0,6,no
Allison,female,cauc,low,0,20,no
Latonya,female,afam,low,0,19,no
Meredith,female,cauc,high,0,20,no
Tamika,female,afam,high,0,21,no
Aisha,female,afam,high,0,5,no
Emily,female,cauc,high,0,5,no
Laurie,female,cauc,low,0,4,no
Tanisha,female,afam,low,0,5,no
Jill,female,cauc,low,0,6,no
Kenya,female,afam,high,0,3,no
Latonya,female,afam,low,0,4,no
Meredith,female,cauc,high,0,5,no
Carrie,female,cauc,low,0,8,yes
Ebony,female,afam,high,0,6,yes
Latonya,female,afam,low,0,9,yes
Sarah,female,cauc,high,0,21,yes
Kristen,female,cauc,low,0,6,yes
Latoya,female,afam,low,0,5,yes
Laurie,female,cauc,high,0,7,yes
Tamika,female,afam,high,0,7,yes
Kenya,female,afam,low,0,13,yes
Kristen,female,cauc,high,0,21,yes
Laurie,female,cauc,low,0,19,yes
Tamika,female,afam,high,0,7,yes
Anne,female,cauc,high,0,5,no
Ebony,female,afam,high,0,5,no
Jill,female,cauc,low,0,9,no
Latonya,female,afam,low,0,3,no
Anne,female,cauc,low,0,23,no
Kenya,female,afam,low,0,11,no
Latonya,female,afam,high,0,9,no
Meredith,female,cauc,high,0,10,no
Anne,female,cauc,low,0,6,no
Keisha,female,afam,high,0,6,no
Kristen,female,cauc,high,0,7,no
Latonya,female,afam,low,0,5,no
Carrie,female,cauc,low,0,6,no
Ebony,female,afam,low,0,6,no
Emily,female,cauc,high,0,4,no
Tamika,female,afam,high,0,6,no
Brett,male,cauc,low,0,3,yes
Neil,male,cauc,high,0,8,yes
Rasheed,male,afam,high,0,12,yes
Tyrone,male,afam,low,0,4,yes
Brendan,male,cauc,low,0,6,yes
Jamal,male,afam,low,0,2,yes
Aisha,female,afam,low,0,4,no
Allison,female,cauc,high,0,5,no
Carrie,female,cauc,low,0,4,no
Latoya,female,afam,high,0,5,no
Aisha,female,afam,low,0,3,no
Allison,female,cauc,low,0,6,no
Jill,female,cauc,high,0,5,no
Tamika,female,afam,high,0,5,no
Jill,female,cauc,high,0,9,no
Keisha,female,afam,high,0,7,no
Kristen,female,cauc,low,0,8,no
Tamika,female,afam,low,0,4,no
Allison,female,cauc,high,0,2,no
Anne,female,cauc,low,0,6,no
Brad,male,cauc,high,0,2,yes
Brett,male,cauc,high,0,8,no
Ebony,female,afam,low,0,7,no
Emily,female,cauc,high,0,8,no
Geoffrey,male,cauc,low,0,8,yes
Geoffrey,male,cauc,low,0,6,no
Jay,male,cauc,low,0,6,yes
Kareem,male,afam,low,0,7,no
Kareem,male,afam,high,0,2,no
Keisha,female,afam,low,0,8,yes
Keisha,female,afam,high,0,8,yes
Kenya,female,afam,low,0,7,yes
Kenya,female,afam,high,0,2,no
Kristen,female,cauc,low,0,6,yes
Laurie,female,cauc,high,0,10,yes
Laurie,female,cauc,high,0,2,no
Leroy,male,afam,low,0,7,no
Leroy,male,afam,low,0,7,no
Leroy,male,afam,high,0,8,no
Matthew,male,cauc,high,0,2,yes
Meredith,female,cauc,low,0,6,no
Rasheed,male,afam,low,0,7,yes
Sarah,female,cauc,low,0,6,no
Tanisha,female,afam,high,0,8,no
Tyrone,male,afam,high,0,8,yes
Tyrone,male,afam,high,0,8,yes
Carrie,female,cauc,low,0,5,no
Laurie,female,cauc,high,0,5,no
Tamika,female,afam,high,0,19,no
Tanisha,female,afam,low,0,7,no
Allison,female,cauc,low,1,11,no
Ebony,female,afam,high,0,4,no
Emily,female,cauc,high,0,16,no
Latoya,female,afam,low,0,7,no
Allison,female,cauc,high,0,26,no
Emily,female,cauc,low,0,11,no
Kenya,female,afam,low,0,4,no
Lakisha,female,afam,high,0,16,no
Carrie,female,cauc,high,1,4,no
Latoya,female,afam,high,1,26,no
Sarah,female,cauc,low,1,13,no
Tamika,female,afam,low,0,11,no
Aisha,female,afam,low,0,13,yes
Anne,female,cauc,low,0,1,yes
Jill,female,cauc,high,0,16,yes
Latoya,female,afam,high,1,16,yes
Ebony,female,afam,low,0,11,no
Emily,female,cauc,high,0,26,no
Kristen,female,cauc,low,0,7,no
Lakisha,female,afam,high,0,9,no
Anne,female,cauc,low,0,4,no
Lakisha,female,afam,low,0,1,no
Sarah,female,cauc,high,0,16,no
Tanisha,female,afam,high,0,9,no
Ebony,female,afam,low,0,5,no
Jill,female,cauc,high,1,19,no
Kristen,female,cauc,low,1,7,no
Tanisha,female,afam,high,0,26,no
Carrie,female,cauc,high,0,9,no
Jill,female,cauc,low,1,13,no
Keisha,female,afam,low,0,13,no
Lakisha,female,afam,high,1,19,no
Geoffrey,male,cauc,high,0,7,yes
Kenya,female,afam,high,0,4,yes
Laurie,female,cauc,low,0,6,yes
Tamika,female,afam,low,0,7,yes
Emily,female,cauc,high,0,3,yes
Latonya,female,afam,low,0,4,yes
Laurie,female,cauc,low,0,4,yes
Tamika,female,afam,high,0,5,yes
Allison,female,cauc,high,0,5,yes
Lakisha,female,afam,low,0,6,no
Lakisha,female,afam,high,0,4,yes
Meredith,female,cauc,high,0,3,no
Sarah,female,cauc,low,0,3,no
Tanisha,female,afam,high,0,12,no
Allison,female,cauc,low,0,6,no
Anne,female,cauc,high,0,6,no
Ebony,female,afam,low,0,6,no
Latoya,female,afam,high,0,6,no
Aisha,female,afam,high,0,11,yes
Anne,female,cauc,high,1,11,yes
Jill,female,cauc,low,0,11,yes
Tanisha,female,afam,low,0,11,yes
Brendan,male,cauc,high,1,5,yes
Keisha,female,afam,high,0,6,yes
Kenya,female,afam,low,0,7,yes
Sarah,female,cauc,low,1,6,yes
Todd,male,cauc,low,0,5,no
Tyrone,male,afam,low,0,6,no
Emily,female,cauc,high,0,5,no
Latonya,female,afam,high,0,5,no
Jill,female,cauc,low,0,10,no
Kenya,female,afam,low,0,11,no
Sarah,female,cauc,high,0,11,no
Tanisha,female,afam,high,0,9,no
Jill,female,cauc,high,0,7,no
Lakisha,female,afam,low,0,5,no
Latoya,female,afam,high,0,21,no
Neil,male,cauc,low,0,5,no
Keisha,female,afam,low,0,5,yes
Laurie,female,cauc,low,0,4,yes
Allison,female,cauc,low,0,13,yes
Ebony,female,afam,low,0,11,yes
Emily,female,cauc,high,0,11,yes
Latonya,female,afam,high,0,11,yes
Allison,female,cauc,low,0,5,no
Jill,female,cauc,low,0,5,no
Keisha,female,afam,high,0,5,no
Kristen,female,cauc,high,0,6,no
Latoya,female,afam,low,0,5,no
Rasheed,male,afam,low,0,5,no
Aisha,female,afam,low,0,9,no
Allison,female,cauc,low,0,4,no
Latoya,female,afam,high,0,5,no
Sarah,female,cauc,high,0,4,no
Brendan,male,cauc,low,0,5,yes
Emily,female,cauc,low,0,6,yes
Keisha,female,afam,low,0,8,yes
Kenya,female,afam,high,0,18,yes
Lakisha,female,afam,low,0,5,yes
Sarah,female,cauc,high,0,8,yes
Aisha,female,afam,low,0,4,no
Aisha,female,afam,high,0,14,yes
Anne,female,cauc,high,0,11,yes
Carrie,female,cauc,low,0,5,no
Emily,female,cauc,low,0,12,yes
Kenya,female,afam,low,0,13,yes
Kenya,female,afam,high,0,7,yes
Kristen,female,cauc,high,0,8,yes
Meredith,female,cauc,low,0,6,yes
Tanisha,female,afam,low,0,7,yes
Allison,female,cauc,low,0,3,yes
Emily,female,cauc,high,0,4,yes
Kenya,female,afam,high,0,4,yes
Tamika,female,afam,low,0,5,yes
Brett,male,cauc,high,0,5,no
Hakim,male,afam,low,0,6,no
Jill,female,cauc,low,0,6,no
Jill,female,cauc,low,0,4,no
Matthew,male,cauc,high,0,4,no
Tamika,female,afam,high,0,4,no
Tanisha,female,afam,high,0,5,no
Tyrone,male,afam,low,0,5,no
Jill,female,cauc,high,0,4,no
Tamika,female,afam,high,0,4,no
Anne,female,cauc,low,0,5,yes
Latonya,female,afam,low,0,5,yes
Latoya,female,afam,high,0,44,yes
Sarah,female,cauc,high,0,7,yes
Allison,female,cauc,low,0,2,no
Ebony,female,afam,low,0,6,no
Emily,female,cauc,high,0,6,yes
Jill,female,cauc,high,0,2,no
Kenya,female,afam,high,0,5,no
Laurie,female,cauc,low,0,6,yes
Tamika,female,afam,low,0,6,yes
Tanisha,female,afam,high,0,6,yes
Emily,female,cauc,high,1,5,yes
Kenya,female,afam,high,1,7,yes
Lakisha,female,afam,low,0,4,no
Todd,male,cauc,low,0,4,no
Aisha,female,afam,high,0,7,yes
Jill,female,cauc,high,0,7,yes
Lakisha,female,afam,low,0,5,yes
Matthew,male,cauc,low,0,5,yes
Lakisha,female,afam,low,0,2,no
Matthew,male,cauc,low,0,1,no
Brad,male,cauc,low,0,4,yes
Tamika,female,afam,low,0,4,yes
Anne,female,cauc,low,0,8,yes
Keisha,female,afam,low,0,3,yes
Kristen,female,cauc,high,0,4,yes
Lakisha,female,afam,high,0,2,yes
Allison,female,cauc,high,0,5,yes
Emily,female,cauc,high,0,6,no
Sarah,female,cauc,low,0,8,yes
Tamika,female,afam,high,0,4,yes
Tamika,female,afam,high,0,4,no
Tanisha,female,afam,low,0,5,yes
Geoffrey,male,cauc,high,0,5,yes
Jill,female,cauc,high,0,5,no
Keisha,female,afam,low,0,6,no
Kristen,female,cauc,low,0,3,no
Tamika,female,afam,high,0,6,yes
Tanisha,female,afam,high,0,16,no
Allison,female,cauc,low,0,8,yes
Anne,female,cauc,low,0,6,no
Keisha,female,afam,high,0,5,yes
Kristen,female,cauc,high,1,7,yes
Lakisha,female,afam,low,0,2,no
Latoya,female,afam,low,0,6,yes
Carrie,female,cauc,low,0,6,no
Keisha,female,afam,low,0,5,no
Kenya,female,afam,high,0,3,no
Leroy,male,afam,low,0,5,yes
Neil,male,cauc,low,0,4,yes
Sarah,female,cauc,high,0,3,no
Anne,female,cauc,low,0,6,no
Emily,female,cauc,low,0,4,no
Keisha,female,afam,low,0,5,no
Latonya,female,afam,high,0,5,no
Laurie,female,cauc,high,0,7,no
Tanisha,female,afam,low,0,11,no
Allison,female,cauc,high,0,5,yes
Kenya,female,afam,high,0,4,yes
Latonya,female,afam,low,0,6,yes
Leroy,male,afam,high,0,5,no
Meredith,female,cauc,low,0,6,yes
Todd,male,cauc,high,0,4,no
Kenya,female,afam,high,0,4,no
Todd,male,cauc,high,0,4,no
Emily,female,cauc,high,0,2,yes
Latonya,female,afam,low,0,4,yes
Laurie,female,cauc,low,0,11,yes
Tamika,female,afam,high,0,7,yes
Allison,female,cauc,low,0,6,no
Carrie,female,cauc,high,0,4,yes
Kristen,female,cauc,high,0,5,no
Lakisha,female,afam,low,0,3,no
Latonya,female,afam,high,0,5,no
Tyrone,male,afam,high,0,6,yes
Aisha,female,afam,high,0,5,yes
Aisha,female,afam,high,0,20,no
Emily,female,cauc,low,0,17,no
Emily,female,cauc,high,0,5,yes
Keisha,female,afam,low,0,4,yes
Keisha,female,afam,low,0,15,no
Matthew,male,cauc,high,0,10,no
Sarah,female,cauc,low,0,4,yes
Anne,female,cauc,low,0,6,no
Brad,male,cauc,low,1,3,no
Hakim,male,afam,high,0,4,no
Kenya,female,afam,low,0,6,no
Kenya,female,afam,high,1,7,no
Latoya,female,afam,low,0,6,no
Meredith,female,cauc,high,1,12,no
Meredith,female,cauc,high,0,5,no
Aisha,female,afam,high,0,8,no
Brad,male,cauc,low,0,13,no
Brad,male,cauc,high,0,10,no
Carrie,female,cauc,high,0,20,no
Darnell,male,afam,high,0,2,no
Ebony,female,afam,high,0,2,yes
Emily,female,cauc,high,0,2,no
Geoffrey,male,cauc,low,0,7,no
Greg,male,cauc,low,0,7,no
Hakim,male,afam,low,0,6,no
Jamal,male,afam,low,0,8,no
Jill,female,cauc,low,0,6,yes
Keisha,female,afam,low,0,6,no
Kenya,female,afam,high,0,6,no
Latonya,female,afam,high,0,5,no
Latoya,female,afam,low,0,7,no
Leroy,male,afam,high,0,2,no
Matthew,male,cauc,low,1,10,no
Matthew,male,cauc,high,0,8,no
Matthew,male,cauc,high,0,8,no
Matthew,male,cauc,high,0,8,yes
Rasheed,male,afam,low,1,8,no
Todd,male,cauc,low,0,6,no
Tremayne,male,afam,low,0,7,yes
Anne,female,cauc,high,0,7,no
Kenya,female,afam,low,0,4,no
Meredith,female,cauc,low,0,8,no
Tamika,female,afam,high,0,5,no
Anne,female,cauc,high,0,4,no
Kenya,female,afam,low,0,4,no
Meredith,female,cauc,low,0,6,no
Tamika,female,afam,high,0,4,no
Ebony,female,afam,low,0,6,no
Kristen,female,cauc,high,0,9,no
Latonya,female,afam,high,0,8,no
Laurie,female,cauc,low,0,8,no
Emily,female,cauc,high,0,13,no
Jill,female,cauc,low,0,11,no
Latoya,female,afam,high,0,12,no
Tanisha,female,afam,low,0,13,no
Keisha,female,afam,high,1,7,no
Kristen,female,cauc,low,1,5,no
Sarah,female,cauc,high,0,7,no
Tamika,female,afam,low,1,6,no
Emily,female,cauc,high,0,5,no
Latoya,female,afam,high,0,6,no
Jill,female,cauc,low,0,21,no
Lakisha,female,afam,low,0,15,no
Meredith,female,cauc,high,0,13,no
Tanisha,female,afam,high,0,22,no
Anne,female,cauc,high,0,21,no
Latoya,female,afam,high,0,7,no
Sarah,female,cauc,low,0,13,no
Tanisha,female,afam,low,0,19,no
Jill,female,cauc,low,0,8,no
Lakisha,female,afam,low,0,6,no
Laurie,female,cauc,high,1,9,no
Tamika,female,afam,high,1,8,no
Allison,female,cauc,low,0,9,no
Kenya,female,afam,high,0,10,no
Lakisha,female,afam,low,0,13,no
Laurie,female,cauc,high,0,15,no
Allison,female,cauc,high,0,8,yes
Anne,female,cauc,low,0,9,yes
Ebony,female,afam,high,0,10,yes
Kenya,female,afam,low,0,7,yes
Ebony,female,afam,high,1,3,no
Jill,female,cauc,high,0,7,no
Laurie,female,cauc,low,0,3,no
Tamika,female,afam,low,0,2,no
Emily,female,cauc,low,0,4,no
Keisha,female,afam,low,0,5,no
Kenya,female,afam,high,0,6,no
Sarah,female,cauc,high,0,5,no
Hakim,male,afam,high,0,5,no
Leroy,male,afam,low,1,6,no
Neil,male,cauc,high,0,11,no
Todd,male,cauc,low,0,3,no
Jill,female,cauc,high,0,6,no
Keisha,female,afam,low,0,6,no
Meredith,female,cauc,low,0,14,no
Tamika,female,afam,high,0,6,no
Anne,female,cauc,low,0,4,no
Ebony,female,afam,low,1,6,no
Jill,female,cauc,high,0,5,no
Tamika,female,afam,high,0,3,no
Aisha,female,afam,high,0,9,no
Anne,female,cauc,high,0,5,no
Kenya,female,afam,low,0,8,no
Kristen,female,cauc,low,0,15,no
Aisha,female,afam,high,0,2,yes
Brad,male,cauc,high,1,2,yes
Brendan,male,cauc,high,0,8,no
Brendan,male,cauc,high,0,20,no
Brett,male,cauc,low,0,8,no
Carrie,female,cauc,low,0,6,no
Ebony,female,afam,low,0,6,yes
Geoffrey,male,cauc,low,0,7,yes
Jamal,male,afam,high,0,8,yes
Jay,male,cauc,high,0,8,yes
Kareem,male,afam,low,0,7,no
Kenya,female,afam,low,0,6,no
Kenya,female,afam,high,0,5,no
Lakisha,female,afam,low,0,13,no
Neil,male,cauc,low,0,7,no
Sarah,female,cauc,low,0,6,yes
Tanisha,female,afam,high,0,2,no
Todd,male,cauc,high,0,8,no
Tyrone,male,afam,low,0,7,yes
Tyrone,male,afam,high,0,2,no
Emily,female,cauc,low,0,13,no
Lakisha,female,afam,high,0,14,no
Sarah,female,cauc,high,0,13,no
Tanisha,female,afam,low,0,7,no
Jill,female,cauc,low,1,13,no
Latonya,female,afam,high,1,13,no
Latoya,female,afam,low,1,13,no
Sarah,female,cauc,high,0,9,no
Keisha,female,afam,low,0,4,no
Kristen,female,cauc,high,1,16,no
Latoya,female,afam,high,0,8,no
Sarah,female,cauc,low,0,4,no
Jill,female,cauc,high,0,4,no
Leroy,male,afam,low,0,6,no
Meredith,female,cauc,low,0,7,no
Tanisha,female,afam,high,0,6,no
Emily,female,cauc,high,0,7,no
Latonya,female,afam,low,0,4,no
Laurie,female,cauc,low,0,6,no
Tamika,female,afam,high,0,10,no
Ebony,female,afam,low,0,15,no
Emily,female,cauc,high,0,16,no
Sarah,female,cauc,low,1,16,no
Tamika,female,afam,high,0,15,no
Aisha,female,afam,low,0,8,no
Emily,female,cauc,high,0,8,no
Kristen,female,cauc,low,0,3,no
Tanisha,female,afam,high,0,21,no
Ebony,female,afam,low,0,7,no
Latonya,female,afam,high,0,7,no
Meredith,female,cauc,low,0,9,no
Sarah,female,cauc,high,0,8,no
Kristen,female,cauc,low,0,11,no
Latonya,female,afam,high,0,17,no
Meredith,female,cauc,high,0,10,no
Tamika,female,afam,low,0,13,no
Allison,female,cauc,high,0,11,no
Anne,female,cauc,low,0,2,no
Lakisha,female,afam,low,0,3,no
Tamika,female,afam,high,0,10,no
Allison,female,cauc,high,0,6,no
Latonya,female,afam,low,0,14,no
Laurie,female,cauc,low,0,6,no
Tamika,female,afam,high,0,11,no
Jill,female,cauc,high,0,5,no
Kenya,female,afam,high,0,5,no
Sarah,female,cauc,low,0,4,no
Tamika,female,afam,low,0,4,no
Anne,female,cauc,low,0,4,yes
Lakisha,female,afam,low,0,4,yes
Sarah,female,cauc,high,0,3,yes
Tamika,female,afam,high,0,3,yes
Emily,female,cauc,high,0,7,no
Lakisha,female,afam,high,0,9,no
Latoya,female,afam,low,0,15,no
Meredith,female,cauc,low,0,6,no
Aisha,female,afam,high,0,2,no
Brendan,male,cauc,low,0,26,no
Brett,male,cauc,low,0,8,no
Darnell,male,afam,low,0,7,yes
Geoffrey,male,cauc,low,0,6,yes
Greg,male,cauc,high,0,8,no
Jay,male,cauc,high,0,8,no
Jermaine,male,afam,low,0,8,no
Jill,female,cauc,high,0,10,no
Keisha,female,afam,high,0,2,yes
Kristen,female,cauc,low,0,7,yes
Kristen,female,cauc,low,0,8,no
Lakisha,female,afam,low,0,6,yes
Laurie,female,cauc,high,0,2,yes
Leroy,male,afam,low,0,6,no
Leroy,male,afam,low,0,8,no
Leroy,male,afam,high,0,8,no
Matthew,male,cauc,low,0,7,no
Neil,male,cauc,high,0,18,no
Neil,male,cauc,high,0,8,yes
Tamika,female,afam,high,0,10,no
Tyrone,male,afam,low,0,8,no
Tyrone,male,afam,high,0,14,no
Tyrone,male,afam,high,0,8,yes
Anne,female,cauc,high,0,5,no
Carrie,female,cauc,low,0,11,no
Keisha,female,afam,low,0,13,no
Latoya,female,afam,high,0,13,no
Anne,female,cauc,low,0,13,no
Jill,female,cauc,high,0,5,no
Latonya,female,afam,high,0,4,no
Tanisha,female,afam,low,0,11,no
Anne,female,cauc,low,1,1,yes
Lakisha,female,afam,high,1,16,yes
Sarah,female,cauc,high,0,26,yes
Tanisha,female,afam,low,0,2,yes
Allison,female,cauc,low,1,5,yes
Carrie,female,cauc,high,1,4,yes
Latonya,female,afam,low,1,4,yes
Tamika,female,afam,high,1,5,yes
Aisha,female,afam,low,0,11,yes
Emily,female,cauc,low,0,4,yes
Latoya,female,afam,high,0,16,yes
Meredith,female,cauc,high,0,16,yes
Aisha,female,afam,low,0,7,no
Allison,female,cauc,high,0,19,no
Carrie,female,cauc,low,1,4,no
Latoya,female,afam,high,0,16,no
Emily,female,cauc,low,1,20,no
Latonya,female,afam,low,0,26,no
Laurie,female,cauc,high,1,10,no
Tyrone,male,afam,high,0,14,no
Anne,female,cauc,high,0,8,no
Latoya,female,afam,high,0,9,no
Sarah,female,cauc,low,0,6,no
Tanisha,female,afam,low,0,8,no
Aisha,female,afam,low,0,6,no
Laurie,female,cauc,high,0,8,no
Sarah,female,cauc,low,0,8,no
Tamika,female,afam,high,0,9,no
Aisha,female,afam,high,0,7,no
Emily,female,cauc,low,0,7,no
Laurie,female,cauc,high,0,6,no
Tanisha,female,afam,low,0,6,no
Ebony,female,afam,high,0,13,no
Laurie,female,cauc,low,0,11,no
Meredith,female,cauc,high,0,11,no
Tamika,female,afam,low,0,10,no
Latoya,female,afam,high,0,5,yes
Meredith,female,cauc,low,0,9,yes
Sarah,female,cauc,high,0,4,yes
Tamika,female,afam,low,0,4,yes
Allison,female,cauc,low,0,3,no
Jill,female,cauc,high,0,4,no
Kenya,female,afam,high,0,5,no
Latoya,female,afam,low,0,2,no
Ebony,female,afam,high,0,7,no
Emily,female,cauc,high,0,4,no
Jill,female,cauc,low,0,3,no
Lakisha,female,afam,low,0,2,no
Allison,female,cauc,high,0,6,no
Emily,female,cauc,low,0,6,no
Kenya,female,afam,low,0,14,no
Tamika,female,afam,high,0,6,no
Anne,female,cauc,low,0,14,no
Kristen,female,cauc,high,0,6,no
Lakisha,female,afam,low,0,6,no
Tamika,female,afam,high,0,6,no
Anne,female,cauc,high,0,5,yes
Carrie,female,cauc,low,0,3,yes
Latonya,female,afam,high,0,5,yes
Latoya,female,afam,low,0,6,yes
Brad,male,cauc,low,0,7,no
Brendan,male,cauc,high,0,14,yes
Brett,male,cauc,low,0,7,yes
Carrie,female,cauc,high,0,14,yes
Ebony,female,afam,low,0,8,no
Emily,female,cauc,low,0,8,yes
Geoffrey,male,cauc,low,0,26,no
Greg,male,cauc,high,0,2,yes
Greg,male,cauc,high,0,8,no
Hakim,male,afam,high,0,2,no
Jamal,male,afam,low,0,26,yes
Jamal,male,afam,high,0,10,no
Jermaine,male,afam,low,1,8,no
Kareem,male,afam,low,0,6,no
Keisha,female,afam,high,0,2,yes
Kristen,female,cauc,high,0,14,no
Lakisha,female,afam,low,0,7,no
Lakisha,female,afam,high,0,2,no
Latonya,female,afam,high,0,18,yes
Latonya,female,afam,high,0,18,yes
Latoya,female,afam,low,0,7,no
Latoya,female,afam,high,0,18,no
Latoya,female,afam,high,0,8,yes
Laurie,female,cauc,low,0,6,no
Laurie,female,cauc,low,0,6,no
Laurie,female,cauc,high,0,8,no
Matthew,male,cauc,low,0,6,no
Matthew,male,cauc,low,0,8,yes
Matthew,male,cauc,low,0,7,yes
Neil,male,cauc,low,0,8,no
Neil,male,cauc,high,0,2,no
Rasheed,male,afam,low,0,26,yes
Rasheed,male,afam,low,0,6,yes
Tamika,female,afam,high,0,8,no
Tanisha,female,afam,low,0,6,yes
Tanisha,female,afam,high,0,2,no
Todd,male,cauc,high,0,8,no
Todd,male,cauc,high,0,8,no
Todd,male,cauc,high,0,8,yes
Tyrone,male,afam,low,0,7,no
Latonya,female,afam,low,0,11,yes
Meredith,female,cauc,high,1,8,yes
Sarah,female,cauc,low,1,7,yes
Tanisha,female,afam,high,0,5,yes
Allison,female,cauc,low,0,1,no
Kenya,female,afam,high,0,4,no
Kristen,female,cauc,high,0,19,no
Lakisha,female,afam,low,0,13,no
Carrie,female,cauc,low,0,2,no
Keisha,female,afam,high,1,26,no
Latoya,female,afam,low,0,4,no
Laurie,female,cauc,high,1,16,no
Allison,female,cauc,high,1,16,no
Ebony,female,afam,low,0,7,no
Latoya,female,afam,high,0,5,no
Laurie,female,cauc,low,1,11,no
Jill,female,cauc,high,0,16,no
Keisha,female,afam,low,0,2,no
Latonya,female,afam,high,1,19,no
Sarah,female,cauc,low,0,5,no
Emily,female,cauc,low,0,4,no
Jill,female,cauc,high,0,26,no
Latoya,female,afam,high,0,19,no
Tamika,female,afam,low,0,13,no
Emily,female,cauc,high,0,16,no
Jill,female,cauc,low,0,4,no
Kenya,female,afam,high,0,9,no
Latoya,female,afam,low,0,1,no
Aisha,female,afam,high,0,14,no
Carrie,female,cauc,high,1,26,no
Latonya,female,afam,low,1,1,no
Sarah,female,cauc,low,0,11,no
Kenya,female,afam,high,0,4,no
Kristen,female,cauc,low,0,11,no
Lakisha,female,afam,low,0,13,no
Meredith,female,cauc,high,1,5,no
Carrie,female,cauc,high,1,13,no
Kenya,female,afam,low,0,13,no
Latonya,female,afam,high,0,9,no
Laurie,female,cauc,low,0,7,no
Allison,female,cauc,low,0,20,no
Brendan,male,cauc,high,1,14,no
Jamal,male,afam,high,0,10,no
Tamika,female,afam,low,0,26,no
Allison,female,cauc,high,0,7,no
Emily,female,cauc,low,0,5,no
Latonya,female,afam,low,0,6,no
Latoya,female,afam,high,0,7,no
Aisha,female,afam,low,0,5,no
Allison,female,cauc,high,0,7,no
Kristen,female,cauc,low,0,9,no
Latonya,female,afam,high,0,6,no
Ebony,female,afam,low,0,4,no
